taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	Temperature Range	Genome Size    assembled	Gene Count    assembled	
2513237068	Archaea	Permanent Draft	Marine Group I crenarchaeote sp SCGC	Marine Group I crenarchaeote sp SCGC AAA007-N19 unscreened	Bigelow Laboratory Single Cell Genomics Center SCGC	2513237068	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote SCGC AAA007-N19		888323	1327	
643692048	Archaea	Finished	LGT in Sulfolobus islandicus	Sulfolobus islandicus YG5714	DOE Joint Genome Institute JGI	643692048	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	Hyperthermophile	2702058	3079	
2698536757	Archaea	Draft	Acid mine drainage AMD solution archaeal communities from Fankou mine Guangdong China	Micrarchaeota archaeon_FKAMD2014bin115	BGI-shenzhen	2698536757	Candidatus Micrarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		666146	773	
2505313008	Archaea	Permanent Draft	YNP Site 4 Thermoproteales Type II	Thermoproteales Type II		2505313008	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	unclassified	unclassified		3103478	4162	
2524023102	Archaea	Permanent Draft	mesopelagic bacterioplankton	Marine Group I thaumarchaeote sp SCGC AAA288-O17 unscreened	Marine Biological Laboratory	2524023102	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote SCGC AAA288-O17		33117	83	
2626541593	Archaea	Draft	Genomes from sponge metagenomes from Bare island Botany bay Australia	Uncultured Thaumarcheaota bin 8	J Craig Venter Institute JCVI	2626541593	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		2161854	2798	
2617271222	Archaea	Permanent Draft	Genome sequencing of Halolamina rubra CBA1107	Halolamina rubra CBA1107	Korea Basic Science Institute KBSI	2617271222	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halolamina	Halolamina rubra		2955001	3155	
2264867022	Archaea	Permanent Draft	Yellowstone Metagenome Project Biological Metagenomics and Bio-inspired Energy	Crenarchaeota archaeon SCGC AAA261-L14 unscreened	DOE Joint Genome Institute JGI	2264867022	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote SCGC AAA261-L14		593616	788	
2684622731	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05B_CO5_10	University of Illinois Urbana-Champaign	2684622731	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2240047	2484	
650716052	Archaea	Finished	Genome sequencing and comparison of novel methanogens from peatlands and bioreactors	Methanobacterium lacus AL-21	DOE Joint Genome Institute JGI	650716052	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium lacus	Mesophile	2583753	2584	
2648501790	Archaea	Permanent Draft	Whole genome sequencing of Halarchaeum acidiphilum strain MH1-52-1	Halarchaeum acidiphilum MH1-52-1	Japan Agency for Marine-Earth Science and Technology	2648501790	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halarchaeum	Halarchaeum acidiphilum		2364191	2878	
2684622735	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05B_CO5_15	University of Illinois Urbana-Champaign	2684622735	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2197529	2449	
2657245481	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 3HM1B2	University of Illinois Urbana-Champaign	2657245481	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4122681	3586	
2684622730	Archaea	Permanent Draft	Genome sequencing of Sulfolobus acidocaldarius strains from two hot springs in Yellowstone National Park	Sulfolobus acidocaldarius NG05B_CO5_09	University of Illinois Urbana-Champaign	2684622730	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius		2208660	2450	
2721755898	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Unclassified archaeon JZ bin_50	Beijing Novogene Bioinformatics Technology Co Ltd	2721755898	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified		2317900	2486	
641522613	Archaea	Finished	Cenarchaeum symbiosum	Cenarchaeum symbiosum A	DOE Joint Genome Institute JGI	641522613	Thaumarchaeota	unclassified	Cenarchaeales	Cenarchaeaceae	Cenarchaeum	Cenarchaeum symbiosum	Psychrophile	2045086	2066	
2690315682	Archaea	Permanent Draft	Nitrosopumilus sp Nsub genome sequencing	Nitrosopumilus sp Nsub	Hong Kong University of Science and Technology	2690315682	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus sp Nsub		1383621	1785	
2681813386	Archaea	Permanent Draft	Single cell genomes from Mediterranean Sea Brine Lakes 1 MSBL1	candidate divison MSBL1 archaeon SCGC-AAA382A20	King Abdullah University of Science and Technology	2681813386	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	candidate divison MSBL1 archaeon SCGC-AAA382A20		925397	1135	
2264867221	Archaea	Permanent Draft	GEBA-MDM	Aigarchaeota archaeon JGI 0000001-H6 contamination screened GBS-A_001_118	DOE Joint Genome Institute JGI	2264867221	Aigarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		198883	236	
2502171174	Archaea	Permanent Draft	Halococcus hamelinensis 100A6 JCM 12892	Halococcus hamelinensis 100A6	University of New South Wales	2502171174	Euryarchaeota	Halobacteria	Halobacteriales	Halococcaceae	Halococcus	Halococcus hamelinensis	Mesophile	3133046	3198	
2721755431	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Thermosphaera sp GMQ bin_15	Beijing Novogene Bioinformatics Technology Co Ltd	2721755431	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermosphaera	unclassified		1236641	1362	
2524023236	Archaea	Draft	Hot spring microbial communities from Yellowstone National Park US	NAG2_ff85-r01 from OSP_B	US Department of Energy DOE	2524023236	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified		362952	490	
2648501539	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Thaumarchaeota archaeon SCGC AB-663-G14 contamination screened	DOE Joint Genome Institute JGI	2648501539	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AB-663-G14		415370	539	
2522125037	Archaea	Permanent Draft	Hot spring microbial communities from Yellowstone National Park US	Acidilobus-DT1-r01 from MG_3	DOE Joint Genome Institute JGI	2522125037	Crenarchaeota	Thermoprotei	Acidilobales	Acidilobaceae	Acidilobus	unclassified		1548506	1765	
2708742553	Archaea	Draft	Soil microbial communities from Rifle Colorado USA	Candidatus Pacearchaeota archaeon RBG_16_35_8	DOE Joint Genome Institute JGI	2708742553	unclassified	unclassified	unclassified	unclassified	unclassified	Candidatus Pacearchaeota archaeon RBG_16_35_8		453623	646	
2721755428	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Unclassfied Crenarchaeota DRTY7 bin_25_26	Beijing Novogene Bioinformatics Technology Co Ltd	2721755428	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		2060637	2478	
2721755440	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Unclassfied Crenarchaeota JZ bin_55	Beijing Novogene Bioinformatics Technology Co Ltd	2721755440	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1547473	1742	
2681813010	Archaea	Permanent Draft	Vulcanisaeta genome project - The University of Tokyo	Vulcanisaeta distributa JCM 11215	University of Tokyo	2681813010	Crenarchaeota	Thermoprotei	Thermoproteales	Thermoproteaceae	Vulcanisaeta	Vulcanisaeta distributa		2412278	4839	
2728369314	Archaea	Permanent Draft	Deep subsurface and oceanic microbial communities from Witwatersrand Basin South Africa and the Canadian and Fennoscandian shields and at the Lost City Hydrothermal Field	Archaeoglobus sp JdFR-28	DOE Joint Genome Institute JGI	2728369314	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sp JdFR-28		752164	806	
2718217645	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Unclassified Aigarchaeota JZ bin_10	Beijing Novogene Bioinformatics Technology Co Ltd	2718217645	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1088694	1262	
2264867222	Archaea	Permanent Draft	GEBA-MDM	Aigarchaeota archaeon SCGC AAA471-E16 contamination screened GBS-N_001_11	DOE Joint Genome Institute JGI	2264867222	Aigarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		525966	573	
2681812914	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains Phase III KMG-III the genomes of soil and plant-associated and newly described type strains	Haladaptatus litoreus CGMCC 17737	DOE Joint Genome Institute JGI	2681812914	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haladaptatus	Haladaptatus litoreus		4671707	5136	
2721756100	Archaea	Permanent Draft	Comprehensive metagenome and single cell genome sequencing from the open ocean community of North Pacfic Subtropical Gyre Station ALOHA	Thermoplasmatales archaea JGI 01_D22 contamination screened	DOE Joint Genome Institute JGI	2721756100	Euryarchaeota	Thermoplasmata	Thermoplasmatales	unclassified	unclassified	unclassified		641470	560	
2619618954	Archaea	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter Phase II	Aigarchaeota archaeon JGI MDM2 JNZ-1-H10 contamination screened	DOE Joint Genome Institute JGI	2619618954	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		596317	684	
2630968656	Archaea	Permanent Draft	Comparative genomics of halotolerant thaumarchaea in brine-seawater interface of Red Seas brine pools	Marine Group I thaumarchaeote RSA3 unscreened	King Abdullah University of Science and Technology	2630968656	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Marine Group I thaumarchaeote SCGC RSA3		1851930	2459	
2558860120	Archaea	Permanent Draft	The Hungate 1000 A catalogue of reference genomes from the rumen microbiome	Methanobrevibacter wolinii SH	DOE Joint Genome Institute JGI	2558860120	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Methanobrevibacter wolinii		2041814	1747	
2660238475	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 3FA25	University of Illinois Urbana-Champaign	2660238475	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4063523	3552	
2684622504	Archaea	Permanent Draft	Methanosarcina project at The University of Tokyo	Methanosarcina barkeri JCM 10043	University of Tokyo	2684622504	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina barkeri		4436567	5773	
2264265208	Archaea	Permanent Draft	TA reactor biofilm Single Cells Wen-Tso Liu 13 single cells	Euryarchaeota archaeon JGI 0000059-I19 unscreened	DOE Joint Genome Institute JGI	2264265208	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	euryarchaeote JGI 0000059-I19		706471	961	
2718217646	Archaea	Draft	Metagenomics study of hot springs in Tengchong Yunnan	Unclassified Aigarchaeota GMQ bin_10	Beijing Novogene Bioinformatics Technology Co Ltd	2718217646	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1230238	1446	
2508501019	Archaea	Permanent Draft	Haloferax mediterranei R-4 ATCC 33500	Haloferax mediterranei R-4	San Diego State University	2508501019	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax mediterranei	Mesophile	3905749	4004	
2518645512	Archaea	Permanent Draft	Hypersaline water metagenomes of microbial communities from Lake Tyrrell Victoria Australia	Halophilic archaeon A07HB70	J Craig Venter Institute JCVI	2518645512	Euryarchaeota	Halobacteria	unclassified	unclassified	unclassified	unclassified		2389822	2554	
2527291513	Archaea	Permanent Draft	GEBA-MDM	Crenarchaeota archaeon SCGC AAA471-B05 contamination screened Combined_Assembly_YNPFFA_1__YNPFFA	DOE Joint Genome Institute JGI	2527291513	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		1408179	1590	
2516143104	Archaea	Permanent Draft	A Comparative Genomics Investigation on Hydrogen Production from Cellulosic Materials and Starch by a Hyperthermophilic Archaeon	Desulfurococcus amylolyticus DSM 3822	DOE Joint Genome Institute JGI	2516143104	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus	Hyperthermophile	1307099	1453	
2681813019	Archaea	Permanent Draft	Genome sequencing of Sulfolobus sp JCM 16833	Sulfolobus sp JCM 16833	University of Tokyo	2681813019	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus sp JCM 16833		2514405	3193	
2651869505	Archaea	Permanent Draft	Genome sequence of Candidatus Nitrosopurus aquariensis	Candidatus Nitrosopurus aquariensis AQ6f complete genome	Los Alamos National Laboratory	2651869505	Thaumarchaeota	unclassified	Nitrosopumilales	Nitrosopumilaceae	unclassified	unclassified		1697207	2055	
2516653088	Archaea	Permanent Draft	Genome of strain AmaM	Euryarchaeota sp AmaM Standard draft	Hokkaido System Science CoLtd	2516653088	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	Euryarchaeota sp		1523554	1680	
2639762674	Archaea	Permanent Draft	Dark ocean microbial single cell genomics	Euryarchaeota archaeum SCGC AAA287-E17 unscreened	Bigelow Laboratory Single Cell Genomics Center SCGC DOE Joint Genome Institute JGI	2639762674	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	unclassified		876642	1077	
2681813126	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 3FA26	University of Illinois Urbana-Champaign	2681813126	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4037688	3542	
2512875009	Archaea	Draft	Hypersaline water microbial communities from Lake Tyrrell Victoria Australia	Haloquadratum sp J07HQX50 version 2	US Department of Energy DOE	2512875009	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloquadratum	Haloquadratum sp J07HQX50		3019909	2915	
2667527618	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei YBMHA1A1	University of Illinois Urbana-Champaign	2667527618	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4039778	3536	
2617270917	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains Phase III KMG-III the genomes of soil and plant-associated and newly described type strains	Halopelagius inordinatus CGMCC 17739	DOE Joint Genome Institute JGI	2617270917	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halopelagius	Halopelagius inordinatus		3529311	3666	
2693429958	Archaea	Permanent Draft	Single-cell microbial genomes from expanding oxygen minimum zones OMZs of the northeastern subarctic Pacific Ocean NESAP	Thaumarchaeota archaeon SCGC AC-312_E20 - v2 contamination screened	DOE Joint Genome Institute JGI	2693429958	Thaumarchaeota	unclassified	unclassified	unclassified	unclassified	Thaumarchaeota archaeon SCGC AC-312_E20		418918	513	
2524023106	Archaea	Permanent Draft	mesopelagic bacterioplankton	Marine Group I thaumarchaeote sp SCGC AAA007-C21 unscreened	Marine Biological Laboratory	2524023106	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote SCGC AAA007-C21		145314	274	
2681813120	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 1HM01	University of Illinois Urbana-Champaign	2681813120	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4060306	3562	
2667527687	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon USA	Methanosarcina mazei 1HM21	University of Illinois Urbana-Champaign	2667527687	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei		4180081	3697	
2264867025	Archaea	Permanent Draft	Yellowstone Metagenome Project Biological Metagenomics and Bio-inspired Energy	Crenarchaeota archaeon SCGC AAA261-G18 unscreened	DOE Joint Genome Institute JGI	2264867025	Crenarchaeota	unclassified	unclassified	unclassified	unclassified	crenarchaeote SCGC AAA261-G18		523162	708	
